student_id,cgpa,branch,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,company_type,job_role,salary_lpa
S631,7.28,IT,1,1,1,0,1,1.4,7.6,73.8,0,6,0,82.3,3,1,MNC,Analyst,69.69
S632,6.28,CSE,3,1,1,0,0,68.4,4.1,84.1,1,4,0,64.5,2,1,MNC,Analyst,84.39
S633,8.63,IT,1,0,0,0,0,64.6,6.4,44.7,1,2,0,37.1,0,1,Startup,Software Engineer,49.13
S634,8.12,ECE,2,0,0,0,0,50.1,4.3,60.9,0,3,0,28.7,0,0,None,None,0.0
S635,5.37,Civil,1,1,1,0,1,98.0,7.3,97.0,0,6,0,79.8,3,1,Top Tech,Web Developer,100.11
S636,8.49,EEE,3,1,0,0,1,52.9,6.4,59.3,1,3,0,62.8,2,1,Mid-size,Software Engineer,52.62
S637,8.65,CSE,1,1,0,0,0,2.1,7.6,80.2,1,3,0,54.9,1,1,Startup,Analyst,44.36
S638,5.22,IT,1,1,0,0,1,9.8,8.2,60.3,0,6,0,77.9,2,1,MNC,Web Developer,77.16
S639,9.16,CSE,2,0,1,0,0,34.0,7.7,93.5,1,3,0,61.8,1,1,Startup,Data Scientist,42.02
S640,6.76,ECE,1,1,0,0,0,95.3,6.4,60.2,0,5,2,57.2,1,1,Startup,Software Engineer,42.86
S641,8.96,IT,2,1,0,1,0,26.3,6.3,69.9,0,3,0,49.1,2,1,MNC,Web Developer,63.99
S642,8.87,CSE,1,1,1,0,1,70.0,5.5,94.2,0,1,1,53.6,3,1,MNC,Web Developer,90.49
S643,6.39,Mechanical,3,1,1,0,0,80.3,6.6,54.0,3,3,1,86.7,2,1,Mid-size,Software Engineer,60.28
S644,9.59,Civil,3,1,1,1,0,66.8,4.6,70.5,0,3,0,59.7,3,1,MNC,Data Scientist,69.68
S645,6.12,Civil,1,1,1,1,0,64.2,8.9,73.6,0,3,0,72.7,3,1,MNC,Analyst,77.86
S646,6.96,EEE,1,1,1,0,1,42.4,6.5,48.4,1,3,0,72.8,3,1,MNC,Analyst,75.93
S647,7.77,IT,3,1,0,0,0,83.6,9.8,66.3,1,2,1,56.5,1,1,Startup,Web Developer,45.22
S648,7.0,IT,3,0,0,0,1,91.2,7.0,98.0,3,6,0,91.5,1,1,Startup,Software Engineer,52.29
S649,6.13,Mechanical,2,1,1,0,0,17.0,8.3,86.2,1,2,1,62.5,2,0,None,None,0.0
S650,6.68,CSE,3,1,1,0,0,26.8,9.1,58.8,2,3,0,84.2,2,1,MNC,Software Engineer,80.62
S651,5.16,EEE,2,1,1,0,1,79.2,5.8,42.2,3,5,0,100.8,3,1,MNC,Software Engineer,96.3
S652,5.4,Civil,2,0,1,1,0,72.6,7.9,83.9,1,6,1,81.4,2,1,Mid-size,Analyst,54.42
S653,8.41,ECE,3,1,1,0,0,41.0,4.6,94.4,0,4,2,54.2,2,0,None,None,0.0
S654,5.45,CSE,2,0,1,0,0,51.7,4.1,55.9,1,6,1,66.6,1,0,None,None,0.0
S655,5.68,CSE,2,0,1,1,0,30.5,6.6,58.3,0,5,3,65.1,2,0,None,None,0.0
S656,9.14,IT,3,0,1,1,1,59.6,6.8,61.9,1,5,1,87.2,3,1,MNC,Software Engineer,90.66
S657,7.68,Mechanical,3,1,1,0,1,16.3,10.0,47.1,0,1,1,63.6,3,0,None,None,0.0
S658,9.98,ECE,1,1,0,1,1,79.0,8.9,45.1,1,1,0,73.2,3,1,Top Tech,Software Engineer,110.44
S659,7.41,ECE,3,0,1,0,0,84.9,7.1,96.0,2,6,1,82.7,1,1,Startup,Analyst,40.17
S660,8.84,Civil,1,0,1,0,0,26.2,7.0,65.1,2,2,0,64.2,1,1,Startup,Web Developer,49.65
S661,8.57,Civil,2,1,0,0,0,21.5,5.2,99.4,2,2,1,51.6,1,1,Startup,Data Scientist,47.61
S662,5.21,IT,1,0,0,0,0,91.7,6.3,90.7,0,6,0,47.2,0,1,Startup,Web Developer,37.61
S663,7.26,CSE,2,1,0,0,0,43.4,5.7,92.2,1,5,0,59.4,1,1,Startup,Data Scientist,46.12
S664,8.88,CSE,1,0,1,1,1,95.3,6.3,87.2,1,5,0,80.9,3,1,MNC,Software Engineer,70.49
S665,7.14,ECE,2,0,1,0,0,92.8,7.2,61.2,2,4,0,73.8,1,1,Startup,Web Developer,53.78
S666,8.93,Mechanical,2,1,1,0,0,73.8,7.6,50.7,0,2,0,57.6,2,1,MNC,Analyst,76.34
S667,7.43,CSE,3,1,1,0,0,60.3,5.9,94.6,2,3,0,70.6,2,1,Mid-size,Data Scientist,59.84
S668,7.36,ECE,2,1,0,1,1,94.7,6.4,53.0,1,4,0,83.3,3,1,Mid-size,Software Engineer,62.16
S669,6.84,Civil,2,0,1,1,0,49.0,4.2,77.5,1,6,0,77.3,2,1,Mid-size,Analyst,69.15
S670,5.06,CSE,2,0,1,0,0,20.2,5.6,70.3,3,2,1,68.4,1,0,None,None,0.0
S671,9.47,EEE,2,0,1,0,1,14.1,5.3,73.5,2,3,0,69.6,2,1,Mid-size,Web Developer,71.09
S672,8.5,EEE,2,1,1,0,0,18.8,8.9,94.9,1,2,0,67.5,2,1,MNC,Data Scientist,82.69
S673,8.76,EEE,3,1,1,1,1,63.6,5.8,99.0,0,4,0,78.2,4,1,Mid-size,Web Developer,51.34
S674,8.59,ECE,3,1,0,0,1,6.3,4.6,79.0,0,4,0,58.6,2,1,MNC,Analyst,65.03
S675,6.34,CSE,3,1,1,0,0,21.1,6.9,60.5,1,3,0,62.4,2,0,None,None,0.0
S676,5.18,EEE,1,1,1,0,0,10.3,7.7,45.7,2,3,3,79.9,2,1,MNC,Web Developer,83.16
S677,9.19,Mechanical,1,0,1,0,0,10.8,6.6,47.4,1,1,0,46.3,1,1,Startup,Analyst,41.03
S678,7.35,ECE,1,1,0,0,1,78.4,7.1,91.5,1,2,0,61.1,2,1,MNC,Software Engineer,79.77
S679,6.83,ECE,3,1,0,0,1,82.8,6.5,71.1,0,1,0,42.9,2,1,MNC,Analyst,75.67
S680,7.57,ECE,2,0,0,0,1,42.7,7.8,83.7,1,2,0,52.2,1,1,Startup,Web Developer,45.78
S681,9.37,IT,3,0,0,0,0,1.9,9.3,53.6,3,5,3,84.6,0,0,None,None,0.0
S682,8.58,EEE,2,1,0,1,0,96.2,8.3,78.7,2,5,0,94.7,2,1,MNC,Web Developer,89.25
S683,8.92,CSE,3,1,0,0,0,67.9,8.4,97.9,0,6,0,64.9,1,1,Startup,Analyst,46.49
S684,6.9,Mechanical,2,1,1,0,0,96.9,4.5,60.8,1,1,0,49.0,2,1,MNC,Analyst,73.06
S685,9.83,Civil,1,0,1,1,0,69.9,5.5,42.4,1,4,0,63.9,2,1,MNC,Software Engineer,71.78
S686,6.52,Civil,3,1,1,1,0,95.4,9.5,43.2,1,6,0,97.8,3,1,MNC,Web Developer,96.53
S687,8.12,ECE,3,1,0,0,0,37.5,9.6,89.7,0,1,1,40.4,1,1,Startup,Data Scientist,43.16
S688,8.29,CSE,1,1,1,0,1,78.3,7.3,49.3,0,3,1,63.2,3,1,Top Tech,Web Developer,110.96
S689,6.18,CSE,1,1,0,1,0,95.3,4.3,82.6,1,2,0,48.7,2,1,MNC,Software Engineer,84.68
S690,7.11,IT,3,1,1,0,1,30.1,7.3,57.4,1,5,0,88.8,3,1,Mid-size,Analyst,55.31
S691,6.75,ECE,2,1,0,0,0,70.5,9.4,66.1,1,2,0,58.1,1,1,Startup,Software Engineer,40.77
S692,8.83,Mechanical,1,1,0,0,1,76.9,4.9,84.5,1,3,2,63.4,2,1,MNC,Web Developer,87.73
S693,8.01,ECE,2,1,0,1,0,46.5,10.0,69.6,0,5,0,78.0,2,1,Mid-size,Web Developer,64.23
S694,6.73,CSE,3,0,1,0,0,56.9,5.5,69.8,2,5,0,67.0,1,1,Startup,Data Scientist,45.83
S695,7.51,Mechanical,2,1,0,0,0,19.6,9.8,49.2,0,6,0,66.2,1,1,Startup,Web Developer,45.95
S696,5.36,ECE,3,0,0,0,0,15.7,7.9,72.2,0,3,0,37.0,0,0,None,None,0.0
S697,9.2,ECE,1,0,1,0,1,15.3,4.5,78.5,1,2,0,55.8,2,1,MNC,Software Engineer,67.68
S698,9.66,CSE,3,1,0,0,0,25.5,7.7,96.7,0,6,1,67.6,1,1,Startup,Data Scientist,50.28
S699,7.3,EEE,3,0,0,0,0,50.5,7.2,98.4,3,6,0,86.0,0,1,Startup,Web Developer,38.53
S700,7.18,Mechanical,1,1,1,0,0,46.2,9.5,59.6,1,4,1,81.0,2,1,MNC,Analyst,69.2
S701,5.52,ECE,3,1,1,0,0,2.6,8.8,76.0,2,3,0,81.7,2,1,MNC,Web Developer,62.25
S702,5.13,IT,3,1,0,1,0,45.3,7.1,82.8,0,1,0,44.6,2,0,None,None,0.0
S703,8.23,ECE,3,1,1,0,1,70.6,7.2,80.7,2,3,0,89.9,3,1,MNC,Web Developer,92.3
S704,5.22,IT,1,1,1,0,0,79.6,6.0,40.2,3,5,1,96.3,2,1,MNC,Data Scientist,76.3
S705,8.29,CSE,2,1,1,0,0,54.4,6.8,47.6,1,4,0,66.4,2,1,MNC,Data Scientist,89.51
S706,9.79,Civil,2,0,0,0,1,85.0,6.6,95.7,1,2,0,49.4,1,1,Startup,Software Engineer,41.89
S707,7.25,Civil,2,1,1,0,0,37.9,9.4,40.6,1,5,0,79.0,2,1,Mid-size,Analyst,54.15
S708,8.13,Civil,1,1,0,1,1,54.8,7.7,45.5,1,5,0,92.6,3,1,MNC,Analyst,93.55
S709,9.81,ECE,1,0,0,0,1,25.6,9.6,75.6,2,1,2,67.5,1,1,Startup,Data Scientist,41.53
S710,6.45,ECE,3,1,1,1,1,83.8,7.2,52.5,1,6,0,100.7,4,1,Mid-size,Data Scientist,74.95
S711,9.66,CSE,1,1,1,0,0,48.5,5.5,71.7,0,6,1,70.0,2,1,Mid-size,Data Scientist,71.33
S712,9.22,IT,2,1,0,1,0,53.9,6.7,73.9,1,2,1,60.2,2,1,MNC,Software Engineer,82.24
S713,5.35,ECE,3,1,1,0,1,7.4,5.3,84.9,1,4,0,80.4,3,1,MNC,Analyst,69.27
S714,9.62,EEE,3,0,0,0,1,30.9,10.0,42.3,0,3,0,58.8,1,1,Startup,Data Scientist,50.34
S715,8.64,Mechanical,1,1,0,0,0,98.2,4.6,75.4,1,2,1,39.7,1,1,Startup,Software Engineer,44.65
S716,5.68,ECE,2,1,0,0,1,57.8,6.2,97.0,0,2,0,52.5,2,1,MNC,Web Developer,70.76
S717,5.89,Mechanical,2,1,0,1,1,61.1,6.2,52.6,2,3,0,83.5,3,1,Mid-size,Web Developer,53.47
S718,5.4,Mechanical,1,1,0,1,0,51.5,5.6,83.4,0,4,0,53.3,2,1,MNC,Data Scientist,78.12
S719,8.55,ECE,3,0,0,1,0,79.5,7.8,75.3,1,2,0,58.4,1,1,Startup,Software Engineer,47.54
S720,9.44,EEE,2,0,1,1,0,44.3,7.0,58.7,1,1,1,58.2,2,0,None,None,0.0
S721,6.1,Civil,3,0,1,0,1,33.9,8.9,47.8,0,1,0,49.2,2,0,None,None,0.0
S722,8.5,ECE,1,1,0,0,1,59.5,7.9,43.8,0,6,0,76.5,2,1,MNC,Data Scientist,71.43
S723,9.74,IT,2,1,0,1,1,66.6,4.8,64.5,0,1,0,49.5,3,1,Mid-size,Software Engineer,69.75
S724,6.14,CSE,3,0,0,0,0,96.6,7.4,93.4,1,4,0,51.2,0,1,Startup,Data Scientist,44.96
S725,5.49,ECE,1,0,1,0,1,71.2,7.0,91.4,0,5,0,66.6,2,1,MNC,Data Scientist,84.81
S726,9.75,ECE,3,0,0,0,0,97.0,4.2,85.2,1,2,0,33.8,0,1,Startup,Data Scientist,44.01
S727,6.52,ECE,3,1,1,0,1,37.5,4.5,63.2,1,3,0,64.1,3,1,Mid-size,Analyst,51.84
S728,5.46,CSE,2,1,0,0,0,6.6,5.3,47.7,0,1,0,33.8,1,0,None,None,0.0
S729,6.5,IT,3,0,1,1,0,18.0,6.6,88.4,0,6,1,65.6,2,0,None,None,0.0
S730,7.48,Mechanical,2,1,0,1,0,32.5,4.2,85.0,0,3,2,50.7,2,0,None,None,0.0
S731,6.28,IT,3,0,0,0,0,96.9,4.3,75.5,2,4,0,54.1,0,1,Startup,Analyst,41.29
S732,6.7,Mechanical,3,1,0,1,0,100.0,5.0,86.3,0,4,0,59.5,2,1,MNC,Software Engineer,77.41
S733,8.31,Mechanical,3,1,1,1,1,37.9,5.0,94.8,0,4,0,73.9,4,1,MNC,Data Scientist,85.25
S734,7.24,Mechanical,3,1,1,0,0,69.3,7.6,92.7,1,6,0,86.9,2,1,MNC,Data Scientist,75.54
S735,5.35,IT,3,1,0,0,1,75.5,8.5,71.1,2,3,0,76.9,2,1,MNC,Analyst,71.36
S736,8.21,Mechanical,1,1,1,0,0,67.6,9.8,55.2,2,6,0,103.7,2,1,Mid-size,Software Engineer,67.78
S737,9.53,CSE,1,1,1,0,0,46.9,9.0,40.9,0,3,0,64.3,2,1,Mid-size,Analyst,62.28
S738,9.62,Civil,1,1,1,0,1,71.2,6.2,82.8,0,1,1,50.3,3,1,Mid-size,Web Developer,65.02
S739,5.66,Mechanical,3,1,0,0,0,37.2,4.6,55.1,0,5,1,44.1,1,0,None,None,0.0
S740,5.25,CSE,2,0,1,0,0,91.2,6.2,42.7,0,4,0,49.1,1,1,Startup,Analyst,37.72
S741,5.78,Civil,2,1,1,0,0,47.0,8.6,46.3,2,1,2,73.7,2,0,None,None,0.0
S742,6.66,EEE,1,1,0,1,1,73.1,9.9,56.4,2,6,0,114.4,3,1,MNC,Web Developer,87.05
S743,9.49,ECE,2,1,1,1,1,42.3,5.0,88.9,1,5,0,92.5,4,1,MNC,Software Engineer,84.32
S744,8.61,Civil,1,1,0,0,1,77.6,5.7,59.4,1,6,0,76.6,2,1,Mid-size,Data Scientist,60.67
S745,5.61,EEE,2,0,0,0,1,14.7,5.0,40.9,2,1,0,51.1,1,0,None,None,0.0
S746,7.08,EEE,2,1,0,1,0,66.3,8.0,55.1,0,4,0,64.0,2,1,MNC,Data Scientist,68.57
S747,8.13,ECE,3,1,1,0,0,56.2,7.6,62.3,0,5,0,66.1,2,1,Mid-size,Data Scientist,61.08
S748,6.63,ECE,3,0,1,1,1,74.4,9.0,61.1,0,1,0,62.7,3,1,Mid-size,Analyst,57.62
S749,8.1,Civil,2,1,1,1,0,43.7,5.5,47.2,3,6,0,108.6,3,1,MNC,Web Developer,92.18
S750,7.16,IT,2,1,0,0,0,40.1,8.6,94.9,1,6,0,79.2,1,1,Startup,Software Engineer,46.06
S751,6.49,ECE,1,1,1,0,0,46.1,6.8,72.6,1,6,0,84.1,2,1,MNC,Web Developer,71.08
S752,7.37,CSE,2,1,0,1,0,71.8,9.4,94.1,0,6,0,76.9,2,1,MNC,Web Developer,69.12
S753,7.73,IT,1,0,0,0,0,32.4,7.8,92.9,1,5,0,59.0,0,1,Startup,Software Engineer,37.1
S754,6.41,CSE,2,1,1,1,0,24.5,9.8,40.5,2,2,0,90.6,3,1,Mid-size,Web Developer,58.54
S755,7.38,Mechanical,2,0,1,0,0,83.4,5.9,64.6,0,6,0,58.2,1,1,Startup,Data Scientist,36.15
S756,9.77,IT,2,0,1,0,0,50.9,6.8,97.1,3,2,1,72.0,1,1,Startup,Analyst,50.96
S757,9.3,IT,1,0,1,0,1,63.6,4.9,86.0,0,6,1,61.1,2,1,Mid-size,Web Developer,52.73
S758,6.56,Mechanical,2,0,1,0,0,17.0,6.3,92.3,1,1,0,43.3,1,1,Startup,Web Developer,43.37
S759,5.93,ECE,2,1,0,0,0,12.7,8.7,98.1,0,2,1,45.4,1,0,None,None,0.0
S760,6.86,CSE,1,0,1,0,1,34.9,9.5,96.0,0,2,0,54.9,2,1,MNC,Web Developer,86.18
S761,9.34,Mechanical,2,1,0,0,0,72.5,6.1,58.8,1,6,3,67.4,1,0,None,None,0.0
S762,5.85,IT,1,1,1,1,0,76.4,8.1,59.4,1,1,3,68.5,3,1,Top Tech,Analyst,113.94
S763,7.44,CSE,1,1,1,0,1,9.9,8.9,80.5,0,3,2,70.5,3,1,MNC,Analyst,80.71
S764,9.71,EEE,3,1,1,0,0,67.4,4.0,68.5,0,4,1,48.3,2,1,Mid-size,Web Developer,67.84
S765,6.66,ECE,3,1,0,0,0,96.0,7.8,73.3,2,1,1,57.3,1,1,Startup,Software Engineer,42.95
S766,7.61,CSE,2,1,1,0,0,47.0,7.4,48.6,1,1,0,55.0,2,1,Mid-size,Data Scientist,55.42
S767,9.24,ECE,3,1,1,0,1,54.0,5.3,64.4,3,4,0,99.2,3,1,MNC,Analyst,86.98
S768,5.83,EEE,2,1,0,0,1,48.3,9.6,57.6,1,3,0,74.3,2,1,MNC,Software Engineer,75.03
S769,6.54,EEE,1,1,1,0,0,84.1,9.3,49.6,0,3,0,67.2,2,1,MNC,Data Scientist,70.36
S770,9.02,ECE,3,1,1,0,1,50.7,8.8,82.8,1,6,0,99.8,3,1,Mid-size,Analyst,73.86
S771,9.51,CSE,2,0,0,1,1,50.6,7.6,82.5,2,4,0,78.5,2,1,MNC,Web Developer,82.99
S772,5.61,Mechanical,2,1,1,1,1,46.4,8.6,71.5,0,5,0,89.0,4,1,MNC,Software Engineer,68.47
S773,5.23,IT,1,0,0,0,0,88.8,8.9,71.2,2,3,0,64.5,0,1,Startup,Web Developer,49.53
S774,8.4,ECE,2,1,0,0,1,71.5,7.8,79.8,1,5,1,80.2,2,1,Mid-size,Analyst,58.01
S775,9.36,IT,1,1,1,0,0,65.6,6.3,90.2,3,2,1,82.8,2,1,Mid-size,Web Developer,53.74
S776,9.19,Mechanical,1,1,1,1,0,21.7,9.6,58.4,1,1,0,69.5,3,1,MNC,Software Engineer,70.82
S777,7.43,CSE,1,0,0,1,1,71.6,9.3,59.2,1,4,0,80.6,2,1,MNC,Analyst,90.23
S778,9.43,EEE,3,1,0,0,0,67.8,5.7,55.1,1,5,0,58.8,1,1,Startup,Web Developer,49.37
S779,9.99,IT,3,1,0,1,1,63.0,8.8,86.9,1,3,0,85.9,3,1,MNC,Data Scientist,96.41
S780,9.96,ECE,3,1,0,0,0,57.9,6.2,44.8,2,1,1,51.4,1,1,Startup,Analyst,42.75
S781,5.49,IT,2,1,1,0,0,86.5,9.3,42.7,0,3,2,66.9,2,0,None,None,0.0
S782,5.66,Mechanical,3,1,0,0,0,63.6,9.7,99.8,1,2,0,54.3,1,1,Startup,Analyst,45.02
S783,6.34,Mechanical,2,1,0,0,1,16.4,8.5,85.6,0,4,0,64.6,2,1,Mid-size,Web Developer,46.7
S784,8.55,Civil,3,0,0,0,0,70.9,7.7,78.7,2,6,0,75.8,0,1,Startup,Analyst,46.31
S785,5.19,EEE,1,0,1,0,1,71.5,4.2,65.8,2,1,0,57.7,2,1,Mid-size,Analyst,69.15
S786,8.47,ECE,3,0,1,0,0,63.4,5.5,43.1,0,1,0,34.5,1,1,Startup,Software Engineer,36.42
S787,9.34,EEE,3,0,0,0,0,21.9,5.8,98.5,2,4,0,61.1,0,1,Startup,Analyst,43.93
S788,8.21,Civil,3,1,0,1,0,47.0,9.2,53.5,1,2,3,70.4,2,0,None,None,0.0
S789,6.39,Civil,1,1,1,0,0,16.0,8.3,82.1,3,6,0,101.5,2,1,MNC,Web Developer,80.84
S790,8.78,ECE,3,0,1,0,0,79.0,8.9,57.4,0,6,0,62.1,1,1,Startup,Data Scientist,51.32
S791,9.6,Civil,1,1,0,0,1,9.3,5.0,40.7,1,6,0,75.3,2,1,Mid-size,Web Developer,50.78
S792,9.62,IT,3,1,0,0,1,90.2,8.7,64.4,1,3,1,73.7,2,1,MNC,Web Developer,94.42
S793,8.95,IT,3,0,0,0,1,63.0,9.9,63.9,0,4,1,64.1,1,1,Startup,Data Scientist,45.53
S794,9.28,CSE,3,1,0,0,0,71.8,4.7,54.6,0,6,0,55.1,1,1,Startup,Software Engineer,41.44
S795,8.98,IT,1,0,1,0,0,81.8,8.2,79.8,1,5,0,71.6,1,1,Startup,Web Developer,50.84
S796,7.15,ECE,2,0,1,0,0,92.0,9.5,99.4,2,4,0,80.8,1,1,Startup,Data Scientist,44.17
S797,5.51,EEE,3,1,1,0,1,59.4,7.1,84.6,2,5,0,93.2,3,1,MNC,Data Scientist,70.87
S798,5.45,EEE,3,0,0,1,1,82.6,6.0,56.3,1,5,0,74.8,2,1,MNC,Web Developer,89.45
S799,6.65,Civil,3,0,1,0,0,15.8,4.8,75.3,2,5,0,73.2,1,0,None,None,0.0
S800,6.29,CSE,3,1,0,0,0,62.3,4.9,91.6,1,5,0,62.8,1,1,Startup,Data Scientist,37.32
S801,7.86,Mechanical,1,1,0,1,1,41.2,4.1,42.0,1,2,0,67.1,3,1,Mid-size,Analyst,58.3
S802,6.58,Civil,2,1,0,0,1,52.9,9.6,65.7,2,5,1,90.0,2,1,Mid-size,Web Developer,58.41
S803,6.32,ECE,1,0,0,1,1,32.9,8.2,80.5,2,4,0,80.2,2,1,MNC,Web Developer,76.61
S804,7.51,Mechanical,2,0,1,0,1,54.4,5.4,91.1,1,2,0,57.6,2,1,Mid-size,Analyst,49.53
S805,8.65,Civil,3,1,1,0,0,64.1,7.1,93.9,2,6,0,94.4,2,1,MNC,Analyst,86.86
S806,8.96,Mechanical,2,1,1,1,0,33.1,9.9,91.8,0,2,0,68.9,3,1,MNC,Data Scientist,92.5
S807,8.31,IT,2,1,1,0,0,55.4,6.1,52.1,2,4,0,79.0,2,1,MNC,Analyst,73.55
S808,5.69,IT,2,1,1,0,0,87.3,8.5,79.6,1,4,0,71.6,2,1,Mid-size,Analyst,58.97
S809,7.19,Civil,1,1,1,1,1,70.7,9.4,54.2,0,3,0,86.6,4,1,MNC,Web Developer,90.83
S810,6.67,ECE,2,1,0,0,0,20.7,8.8,77.9,0,2,0,42.5,1,0,None,None,0.0
S811,8.81,ECE,3,1,0,1,1,96.1,8.0,50.5,1,5,0,93.6,3,1,Mid-size,Analyst,70.34
S812,9.62,ECE,1,0,1,0,0,51.9,8.7,90.3,1,2,0,56.6,1,1,Startup,Web Developer,44.58
S813,9.3,EEE,2,1,1,0,0,87.9,4.2,99.3,1,5,0,66.5,2,1,Mid-size,Data Scientist,65.43
S814,7.59,ECE,1,1,0,1,1,63.9,8.9,43.5,3,1,0,96.1,3,1,MNC,Analyst,85.98
S815,5.81,Civil,1,0,1,0,1,13.0,8.6,44.1,0,5,2,74.7,2,1,Mid-size,Analyst,52.06
S816,7.61,EEE,3,1,1,0,0,67.8,7.3,59.9,0,6,0,71.8,2,1,MNC,Analyst,72.0
S817,7.75,Civil,2,0,1,1,0,21.2,6.8,98.1,2,6,0,93.0,2,1,Mid-size,Data Scientist,52.65
S818,5.67,IT,3,1,1,0,1,0.9,8.7,79.0,0,5,0,84.1,3,1,MNC,Analyst,76.59
S819,9.12,Mechanical,3,1,0,1,0,77.7,6.2,42.4,1,2,0,59.3,2,1,Mid-size,Analyst,70.84
S820,5.39,IT,1,1,1,0,1,64.6,5.3,83.7,1,4,0,78.6,3,1,MNC,Data Scientist,65.76
S821,7.14,IT,1,1,1,0,0,89.1,6.9,76.0,0,5,2,66.6,2,1,Mid-size,Data Scientist,69.35
S822,7.53,Civil,1,1,0,1,1,68.0,6.1,58.8,1,5,0,80.2,3,1,Mid-size,Software Engineer,63.71
S823,5.7,CSE,2,1,0,1,1,11.3,9.5,51.7,1,4,0,84.4,3,1,Mid-size,Analyst,67.34
S824,8.46,Civil,2,0,1,0,1,94.5,9.2,44.0,1,3,1,68.2,2,1,Mid-size,Software Engineer,71.53
S825,6.64,Civil,1,1,0,1,1,14.5,6.8,86.5,0,4,0,66.2,3,1,MNC,Software Engineer,82.14
S826,8.83,Mechanical,1,1,1,1,0,16.5,9.6,92.1,2,6,0,112.8,3,1,MNC,Web Developer,83.55
S827,7.28,Civil,2,0,1,0,1,26.1,8.1,96.4,1,4,0,73.1,2,1,Mid-size,Web Developer,47.28
S828,7.69,Civil,1,1,1,0,0,19.0,5.1,74.6,1,5,0,71.0,2,1,MNC,Analyst,70.89
S829,5.01,ECE,2,1,1,0,0,70.1,9.6,79.9,0,6,1,78.4,2,1,MNC,Software Engineer,84.14
S830,5.25,CSE,3,1,1,0,1,48.3,6.0,50.9,0,2,0,58.1,3,0,None,None,0.0
S831,8.08,Mechanical,1,0,1,1,0,42.0,6.8,87.5,1,4,1,68.4,2,1,MNC,Software Engineer,76.88
S832,6.44,IT,2,0,1,1,1,29.6,5.5,53.1,0,4,1,66.0,3,1,MNC,Data Scientist,84.9
S833,7.73,CSE,2,1,0,0,0,79.5,6.3,63.0,0,4,1,46.0,1,1,Startup,Web Developer,37.35
S834,8.96,IT,3,1,0,0,0,7.4,10.0,79.3,1,4,0,72.2,1,1,Startup,Analyst,42.95
S835,8.53,CSE,1,1,0,0,0,8.0,6.4,62.4,0,3,0,47.1,1,1,Startup,Analyst,42.8
S836,7.13,Mechanical,3,1,0,1,1,40.4,4.1,75.5,0,6,0,69.7,3,1,Mid-size,Software Engineer,55.31
S837,7.02,ECE,2,1,0,0,1,4.9,9.3,79.9,1,4,0,75.5,2,1,Mid-size,Web Developer,63.4
S838,9.31,Civil,3,1,0,0,1,61.3,7.2,81.0,1,3,0,69.2,2,1,MNC,Web Developer,86.74
S839,8.33,IT,3,1,0,1,0,66.0,7.3,69.7,0,5,0,62.2,2,1,MNC,Web Developer,69.54
S840,9.58,ECE,1,1,1,0,0,20.9,8.6,96.9,2,3,0,79.7,2,1,MNC,Software Engineer,69.28
S841,7.19,ECE,1,1,1,0,0,47.1,6.3,89.2,1,1,0,58.3,2,1,MNC,Web Developer,66.61
S842,8.69,Civil,2,1,1,0,1,57.6,9.2,83.3,1,1,2,69.6,3,1,MNC,Data Scientist,80.98
S843,7.88,CSE,3,1,1,0,0,53.8,8.3,52.9,2,5,0,92.0,2,1,Mid-size,Analyst,56.29
S844,5.26,ECE,3,0,1,0,0,85.5,7.5,44.2,0,5,0,55.4,1,0,None,None,0.0
S845,8.68,Civil,1,0,1,1,0,60.3,8.0,79.3,1,4,0,77.6,2,1,MNC,Data Scientist,73.88
S846,7.79,Mechanical,3,1,1,0,1,15.1,9.3,50.0,0,3,1,71.9,3,0,None,None,0.0
S847,7.61,EEE,2,1,1,0,1,42.7,7.5,84.0,1,1,0,63.7,3,1,MNC,Analyst,75.92
S848,8.66,CSE,2,0,1,0,0,79.2,8.5,68.6,0,4,0,52.1,1,1,Startup,Software Engineer,47.92
S849,5.61,IT,1,0,0,1,1,5.8,7.4,45.1,3,1,0,81.5,2,1,Mid-size,Web Developer,60.52
S850,6.09,ECE,1,0,1,0,0,46.8,5.4,75.3,3,3,0,66.5,1,1,Startup,Software Engineer,47.91
S851,7.73,ECE,2,1,0,0,0,11.1,8.9,89.8,2,5,0,85.1,1,1,Startup,Data Scientist,48.48
S852,6.63,EEE,2,0,1,0,1,76.2,7.3,77.7,3,1,0,80.1,2,1,Mid-size,Analyst,71.11
S853,5.97,ECE,3,0,1,0,0,14.5,4.7,77.7,0,5,0,52.1,1,0,None,None,0.0
S854,9.92,Civil,3,1,0,0,0,79.2,9.7,64.8,3,1,0,72.9,1,1,Startup,Software Engineer,45.66
S855,7.37,ECE,3,1,1,0,0,89.6,4.7,68.4,2,5,0,77.1,2,1,MNC,Analyst,72.37
S856,9.81,Civil,1,1,1,0,0,14.5,7.7,96.0,0,2,0,56.0,2,1,MNC,Software Engineer,84.62
S857,8.13,Civil,1,1,1,0,1,96.0,6.8,71.4,0,3,0,61.9,3,1,Top Tech,Web Developer,119.27
